Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g)
50:32.0,G:\WIT00021.TXT,45:19.7,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:19.7,-0.086,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:19.8,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:19.9,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:19.9,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:20.0,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:20.1,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:20.1,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:20.2,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:20.3,-0.086,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:20.3,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:20.4,-0.085,-0.463,-0.884
50:32.0,G:\WIT00021.TXT,45:20.5,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:20.5,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:20.6,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:20.6,-0.084,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:20.7,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:20.8,-0.086,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:20.8,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:20.9,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:21.0,-0.084,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:21.0,-0.084,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:21.1,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:21.2,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:21.2,-0.084,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:21.3,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:21.4,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:21.4,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:21.5,-0.086,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:21.6,-0.084,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:21.6,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:21.7,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:21.8,-0.086,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:21.8,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:21.9,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:21.9,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:22.0,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:22.1,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:22.1,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:22.2,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:22.3,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:22.3,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:22.4,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:22.5,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:22.5,-0.086,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:22.6,-0.085,-0.463,-0.881
50:32.0,G:\WIT00021.TXT,45:22.7,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:22.7,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:22.8,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:22.9,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:22.9,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:23.0,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:23.1,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:23.1,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:23.2,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:23.2,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:23.3,-0.086,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:23.4,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:23.4,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:23.5,-0.085,-0.463,-0.881
50:32.0,G:\WIT00021.TXT,45:23.6,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:23.6,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:23.7,-0.086,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:23.8,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:23.8,-0.084,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:23.9,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:24.0,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:24.0,-0.086,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:24.1,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:24.2,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:24.2,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:24.3,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:24.4,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:24.4,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:24.5,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:24.5,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:24.6,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:24.7,-0.086,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:24.7,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:24.8,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:24.9,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:24.9,-0.084,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:25.0,-0.086,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:25.1,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:25.1,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:25.2,-0.086,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:25.3,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:25.3,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:25.4,-0.084,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:25.5,-0.084,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:25.5,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:25.6,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:25.7,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:25.7,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:25.8,-0.086,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:25.8,-0.085,-0.465,-0.883
50:32.0,G:\WIT00021.TXT,45:25.9,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:26.0,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:26.0,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:26.1,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:26.2,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:26.2,-0.084,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:26.3,-0.085,-0.465,-0.883
50:32.0,G:\WIT00021.TXT,45:26.4,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:26.4,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:26.5,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:26.6,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:26.6,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:26.7,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:26.8,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:26.8,-0.084,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:26.9,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:27.0,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:27.0,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:27.1,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:27.1,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:27.2,-0.084,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:27.3,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:27.3,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:27.4,-0.084,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:27.5,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:27.5,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:27.6,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:27.7,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:27.7,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:27.8,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:27.9,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:27.9,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:28.0,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:28.1,-0.086,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:28.1,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:28.2,-0.085,-0.465,-0.883
50:32.0,G:\WIT00021.TXT,45:28.3,-0.084,-0.465,-0.883
50:32.0,G:\WIT00021.TXT,45:28.3,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:28.4,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:28.4,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:28.5,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:28.6,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:28.6,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:28.7,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:28.8,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:28.8,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:28.9,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:29.0,-0.084,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:29.0,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:29.1,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:29.2,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:29.2,-0.085,-0.463,-0.881
50:32.0,G:\WIT00021.TXT,45:29.3,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:29.4,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:29.4,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:29.5,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:29.6,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:29.6,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:29.7,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:29.7,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:29.8,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:29.9,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:29.9,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:30.0,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:30.1,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:30.1,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:30.2,-0.085,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:30.3,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:30.3,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:30.4,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:30.5,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:30.5,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:30.6,-0.084,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:30.7,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:30.7,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:30.8,-0.084,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:30.9,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:30.9,-0.085,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:31.0,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:31.0,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:31.1,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:31.2,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:31.2,-0.085,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:31.3,-0.085,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:31.4,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:31.4,-0.085,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:31.5,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:31.6,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:31.6,-0.085,-0.465,-0.883
50:32.0,G:\WIT00021.TXT,45:31.7,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:31.8,-0.084,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:31.8,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:31.9,-0.085,-0.464,-0.883
50:32.0,G:\WIT00021.TXT,45:32.0,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:32.0,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:32.1,-0.086,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:32.2,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:32.2,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:32.3,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:32.3,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:32.4,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:32.5,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:32.5,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:32.6,-0.085,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:32.7,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:32.7,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:32.8,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:32.9,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:32.9,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:33.0,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:33.1,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:33.1,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:33.2,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:33.3,-0.085,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:33.3,-0.085,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:33.4,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:33.5,-0.084,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:33.5,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:33.6,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:33.6,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:33.7,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:33.8,-0.084,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:33.8,-0.085,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:33.9,-0.084,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:34.0,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:34.0,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:34.1,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:34.2,-0.085,-0.466,-0.881
50:32.0,G:\WIT00021.TXT,45:34.2,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:34.3,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:34.4,-0.085,-0.465,-0.88
50:32.0,G:\WIT00021.TXT,45:34.4,-0.084,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:34.5,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:34.6,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:34.6,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:34.7,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:34.8,-0.084,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:34.8,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:34.9,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:34.9,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:35.0,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:35.1,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:35.1,-0.084,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:35.2,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:35.3,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:35.3,-0.085,-0.465,-0.88
50:32.0,G:\WIT00021.TXT,45:35.4,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:35.5,-0.085,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:35.5,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:35.6,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:35.7,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:35.7,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:35.8,-0.085,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:35.9,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:35.9,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:36.0,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:36.1,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:36.1,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:36.2,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:36.2,-0.084,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:36.3,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:36.4,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:36.4,-0.085,-0.465,-0.88
50:32.0,G:\WIT00021.TXT,45:36.5,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:36.6,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:36.6,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:36.7,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:36.8,-0.084,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:36.8,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:36.9,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:37.0,-0.085,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:37.0,-0.084,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:37.1,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:37.2,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:37.2,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:37.3,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:37.4,-0.084,-0.466,-0.882
50:32.0,G:\WIT00021.TXT,45:37.4,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:37.5,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:37.5,-0.084,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:37.6,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:37.7,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:37.7,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:37.8,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:37.9,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:37.9,-0.085,-0.464,-0.88
50:32.0,G:\WIT00021.TXT,45:38.0,-0.084,-0.464,-0.882
50:32.0,G:\WIT00021.TXT,45:38.1,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:38.1,-0.084,-0.466,-0.882
50:32.0,G:\WIT00021.TXT,45:38.2,-0.085,-0.466,-0.881
50:32.0,G:\WIT00021.TXT,45:38.3,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:38.3,-0.084,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:38.4,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:38.5,-0.084,-0.466,-0.882
50:32.0,G:\WIT00021.TXT,45:38.5,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:38.6,-0.086,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:38.7,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:38.7,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:38.8,-0.084,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:38.8,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:38.9,-0.084,-0.465,-0.88
50:32.0,G:\WIT00021.TXT,45:39.0,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:39.0,-0.085,-0.465,-0.88
50:32.0,G:\WIT00021.TXT,45:39.1,-0.085,-0.465,-0.88
50:32.0,G:\WIT00021.TXT,45:39.2,-0.084,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:39.2,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:39.3,-0.085,-0.466,-0.882
50:32.0,G:\WIT00021.TXT,45:39.4,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:39.4,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:39.5,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:39.6,-0.084,-0.465,-0.883
50:32.0,G:\WIT00021.TXT,45:39.6,-0.085,-0.466,-0.881
50:32.0,G:\WIT00021.TXT,45:39.7,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:39.8,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:39.8,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:39.9,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:40.0,-0.084,-0.465,-0.88
50:32.0,G:\WIT00021.TXT,45:40.0,-0.084,-0.466,-0.881
50:32.0,G:\WIT00021.TXT,45:40.1,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:40.1,-0.086,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:40.2,-0.084,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:40.3,-0.085,-0.466,-0.88
50:32.0,G:\WIT00021.TXT,45:40.3,-0.084,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:40.4,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:40.5,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:40.5,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:40.6,-0.085,-0.466,-0.881
50:32.0,G:\WIT00021.TXT,45:40.7,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:40.7,-0.085,-0.465,-0.88
50:32.0,G:\WIT00021.TXT,45:40.8,-0.084,-0.466,-0.881
50:32.0,G:\WIT00021.TXT,45:40.9,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:40.9,-0.085,-0.466,-0.881
50:32.0,G:\WIT00021.TXT,45:41.0,-0.085,-0.466,-0.88
50:32.0,G:\WIT00021.TXT,45:41.1,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:41.1,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:41.2,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:41.3,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:41.3,-0.084,-0.465,-0.88
50:32.0,G:\WIT00021.TXT,45:41.4,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:41.4,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:41.5,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:41.6,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:41.6,-0.084,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:41.7,-0.084,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:41.8,-0.085,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:41.8,-0.084,-0.464,-0.881
50:32.0,G:\WIT00021.TXT,45:41.9,-0.084,-0.465,-0.881
50:32.0,G:\WIT00021.TXT,45:42.0,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:42.0,-0.085,-0.465,-0.882
50:32.0,G:\WIT00021.TXT,45:42.1,-0.084,-0.466,-0.88
50:32.0,G:\WIT00021.TXT,45:42.2,-0.084,-0.465,-0.88
50:32.0,G:\WIT00021.TXT,45:42.2,-0.085,-0.466,-0.881
