Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g)
50:32.0,G:\WIT00021.TXT,44:57.1,-0.086,-0.458,-0.884
50:32.0,G:\WIT00021.TXT,44:57.1,-0.086,-0.459,-0.884
50:32.0,G:\WIT00021.TXT,44:57.2,-0.085,-0.459,-0.883
50:32.0,G:\WIT00021.TXT,44:57.2,-0.086,-0.459,-0.885
50:32.0,G:\WIT00021.TXT,44:57.3,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,44:57.4,-0.086,-0.46,-0.885
50:32.0,G:\WIT00021.TXT,44:57.4,-0.085,-0.459,-0.884
50:32.0,G:\WIT00021.TXT,44:57.5,-0.085,-0.459,-0.885
50:32.0,G:\WIT00021.TXT,44:57.6,-0.085,-0.459,-0.884
50:32.0,G:\WIT00021.TXT,44:57.6,-0.085,-0.459,-0.885
50:32.0,G:\WIT00021.TXT,44:57.7,-0.085,-0.459,-0.885
50:32.0,G:\WIT00021.TXT,44:57.8,-0.086,-0.459,-0.884
50:32.0,G:\WIT00021.TXT,44:57.8,-0.086,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,44:57.9,-0.085,-0.46,-0.885
50:32.0,G:\WIT00021.TXT,44:58.0,-0.086,-0.459,-0.883
50:32.0,G:\WIT00021.TXT,44:58.0,-0.085,-0.459,-0.885
50:32.0,G:\WIT00021.TXT,44:58.1,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,44:58.2,-0.086,-0.459,-0.884
50:32.0,G:\WIT00021.TXT,44:58.2,-0.085,-0.459,-0.884
50:32.0,G:\WIT00021.TXT,44:58.3,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,44:58.4,-0.086,-0.459,-0.885
50:32.0,G:\WIT00021.TXT,44:58.4,-0.086,-0.459,-0.884
50:32.0,G:\WIT00021.TXT,44:58.5,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,44:58.5,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,44:58.6,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,44:58.7,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,44:58.7,-0.085,-0.459,-0.884
50:32.0,G:\WIT00021.TXT,44:58.8,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,44:58.9,-0.085,-0.459,-0.884
50:32.0,G:\WIT00021.TXT,44:58.9,-0.086,-0.459,-0.883
50:32.0,G:\WIT00021.TXT,44:59.0,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,44:59.1,-0.085,-0.459,-0.884
50:32.0,G:\WIT00021.TXT,44:59.1,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,44:59.2,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,44:59.3,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,44:59.3,-0.085,-0.459,-0.884
50:32.0,G:\WIT00021.TXT,44:59.4,-0.085,-0.459,-0.885
50:32.0,G:\WIT00021.TXT,44:59.5,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,44:59.5,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,44:59.6,-0.085,-0.459,-0.884
50:32.0,G:\WIT00021.TXT,44:59.7,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,44:59.7,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,44:59.8,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,44:59.8,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,44:59.9,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:00.0,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:00.0,-0.085,-0.461,-0.885
50:32.0,G:\WIT00021.TXT,45:00.1,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:00.2,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:00.2,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:00.3,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:00.4,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:00.4,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:00.5,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:00.6,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:00.6,-0.086,-0.461,-0.885
50:32.0,G:\WIT00021.TXT,45:00.7,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:00.8,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:00.8,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:00.9,-0.085,-0.46,-0.885
50:32.0,G:\WIT00021.TXT,45:01.0,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:01.0,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:01.1,-0.086,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:01.1,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:01.2,-0.086,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:01.3,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:01.3,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:01.4,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:01.5,-0.084,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:01.5,-0.084,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:01.6,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:01.7,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:01.7,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:01.8,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:01.9,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:01.9,-0.086,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:02.0,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:02.1,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:02.1,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:02.2,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:02.3,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:02.3,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:02.4,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:02.4,-0.086,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:02.5,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:02.6,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:02.6,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:02.7,-0.084,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:02.8,-0.086,-0.46,-0.885
50:32.0,G:\WIT00021.TXT,45:02.8,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:02.9,-0.086,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:03.0,-0.084,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:03.0,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:03.1,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:03.2,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:03.2,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:03.3,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:03.4,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:03.4,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:03.5,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:03.6,-0.085,-0.46,-0.885
50:32.0,G:\WIT00021.TXT,45:03.6,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:03.7,-0.084,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:03.7,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:03.8,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:03.9,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:03.9,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:04.0,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:04.1,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:04.1,-0.086,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:04.2,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:04.3,-0.086,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:04.3,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:04.4,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:04.5,-0.086,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:04.5,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:04.6,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:04.7,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:04.7,-0.087,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:04.8,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:04.9,-0.086,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:04.9,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:05.0,-0.086,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:05.0,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:05.1,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:05.2,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:05.2,-0.086,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:05.3,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:05.4,-0.086,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:05.4,-0.086,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:05.5,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:05.6,-0.084,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:05.6,-0.086,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:05.7,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:05.8,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:05.8,-0.086,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:05.9,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:06.0,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:06.0,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:06.1,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:06.2,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:06.2,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:06.3,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:06.3,-0.085,-0.46,-0.884
50:32.0,G:\WIT00021.TXT,45:06.4,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:06.5,-0.086,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:06.5,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:06.6,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:06.7,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:06.7,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:06.8,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:06.9,-0.085,-0.46,-0.885
50:32.0,G:\WIT00021.TXT,45:06.9,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:07.0,-0.086,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:07.1,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:07.1,-0.084,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:07.2,-0.086,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:07.3,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:07.3,-0.086,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:07.4,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:07.5,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:07.5,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:07.6,-0.085,-0.462,-0.884
50:32.0,G:\WIT00021.TXT,45:07.6,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:07.7,-0.086,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:07.8,-0.086,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:07.8,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:07.9,-0.086,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:08.0,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:08.0,-0.084,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:08.1,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:08.2,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:08.2,-0.085,-0.462,-0.884
50:32.0,G:\WIT00021.TXT,45:08.3,-0.086,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:08.4,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:08.4,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:08.5,-0.086,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:08.6,-0.086,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:08.6,-0.086,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:08.7,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:08.8,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:08.8,-0.085,-0.462,-0.884
50:32.0,G:\WIT00021.TXT,45:08.9,-0.086,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:08.9,-0.086,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:09.0,-0.085,-0.462,-0.884
50:32.0,G:\WIT00021.TXT,45:09.1,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:09.1,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:09.2,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:09.3,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:09.3,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:09.4,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:09.5,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:09.5,-0.085,-0.46,-0.883
50:32.0,G:\WIT00021.TXT,45:09.6,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:09.7,-0.085,-0.462,-0.884
50:32.0,G:\WIT00021.TXT,45:09.7,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:09.8,-0.086,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:09.9,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:09.9,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:10.0,-0.086,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:10.1,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:10.1,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:10.2,-0.084,-0.461,-0.882
50:32.0,G:\WIT00021.TXT,45:10.2,-0.085,-0.461,-0.884
50:32.0,G:\WIT00021.TXT,45:10.3,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:10.4,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:10.4,-0.085,-0.461,-0.882
50:32.0,G:\WIT00021.TXT,45:10.5,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:10.6,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:10.6,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:10.7,-0.084,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:10.8,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:10.8,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:10.9,-0.086,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:11.0,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:11.0,-0.084,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:11.1,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:11.2,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:11.2,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:11.3,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:11.4,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:11.4,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:11.5,-0.084,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:11.5,-0.084,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:11.6,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:11.7,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:11.7,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:11.8,-0.084,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:11.9,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:11.9,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:12.0,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:12.1,-0.086,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:12.1,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:12.2,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:12.3,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:12.3,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:12.4,-0.086,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:12.5,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:12.5,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:12.6,-0.086,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:12.7,-0.084,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:12.7,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:12.8,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:12.8,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:12.9,-0.084,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:13.0,-0.085,-0.462,-0.884
50:32.0,G:\WIT00021.TXT,45:13.0,-0.084,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:13.1,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:13.2,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:13.2,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:13.3,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:13.4,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:13.4,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:13.5,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:13.6,-0.086,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:13.6,-0.086,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:13.7,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:13.8,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:13.8,-0.086,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:13.9,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:14.0,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:14.0,-0.085,-0.462,-0.884
50:32.0,G:\WIT00021.TXT,45:14.1,-0.085,-0.461,-0.883
50:32.0,G:\WIT00021.TXT,45:14.1,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:14.2,-0.085,-0.462,-0.884
50:32.0,G:\WIT00021.TXT,45:14.3,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:14.3,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:14.4,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:14.5,-0.084,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:14.5,-0.084,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:14.6,-0.084,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:14.7,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:14.7,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:14.8,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:14.9,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:14.9,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:15.0,-0.086,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:15.1,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:15.1,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:15.2,-0.086,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:15.3,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:15.3,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:15.4,-0.086,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:15.4,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:15.5,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:15.6,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:15.6,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:15.7,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:15.8,-0.086,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:15.8,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:15.9,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:16.0,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:16.0,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:16.1,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:16.2,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:16.2,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:16.3,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:16.4,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:16.4,-0.086,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:16.5,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:16.6,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:16.6,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:16.7,-0.086,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:16.7,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:16.8,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:16.9,-0.084,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:16.9,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:17.0,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:17.1,-0.086,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:17.1,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:17.2,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:17.3,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:17.3,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:17.4,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:17.5,-0.086,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:17.5,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:17.6,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:17.7,-0.086,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:17.7,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:17.8,-0.084,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:17.9,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:17.9,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:18.0,-0.084,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:18.0,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:18.1,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:18.2,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:18.2,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:18.3,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:18.4,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:18.4,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:18.5,-0.086,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:18.6,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:18.6,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:18.7,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:18.8,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:18.8,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:18.9,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:19.0,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:19.0,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:19.1,-0.085,-0.463,-0.883
50:32.0,G:\WIT00021.TXT,45:19.2,-0.084,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:19.2,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:19.3,-0.085,-0.462,-0.882
50:32.0,G:\WIT00021.TXT,45:19.3,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:19.4,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:19.5,-0.085,-0.462,-0.883
50:32.0,G:\WIT00021.TXT,45:19.5,-0.085,-0.463,-0.882
50:32.0,G:\WIT00021.TXT,45:19.6,-0.085,-0.462,-0.882
